,Mainframe,Raspberry Pi,Linux Desktop,SharePoint,Amazon Web Services (AWS),Android,Windows Phone,WordPress,iOS,Mac OS,Microsoft Azure,Arduino,Serverless,Salesforce,Windows Desktop
782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
790,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
795,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
797,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
801,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
804,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
805,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
806,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
815,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
817,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
820,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
823,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
825,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
829,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
834,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
837,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
839,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
841,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
854,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
855,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
857,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
859,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
865,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
867,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
868,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
874,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
877,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
878,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
879,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
896,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
897,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
898,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
901,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
902,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
903,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
905,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
910,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
912,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
915,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
917,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
919,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
921,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
953,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
954,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
958,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
968,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
972,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
979,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
980,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
987,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1000,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1003,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1014,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1023,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1031,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1034,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1036,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1052,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1053,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1057,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1060,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1064,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1069,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1070,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1072,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1075,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1088,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
1091,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1097,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1101,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
1103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1116,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1129,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1135,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1153,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1158,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1159,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1165,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
1166,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1170,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1184,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1190,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1191,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1194,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0
1196,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1208,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1209,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1210,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1220,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
1223,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1224,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1228,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1238,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1242,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1244,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1246,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1247,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1254,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
1259,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1267,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1274,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1276,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1279,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1285,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1286,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1294,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1297,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1299,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1302,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1309,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1310,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1316,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1325,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1333,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1336,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1341,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1344,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1357,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0
1362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1364,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1366,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1369,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1370,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1374,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1376,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1381,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1382,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1387,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1391,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1393,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1409,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1416,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1421,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1422,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1423,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1430,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1433,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1434,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1436,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1437,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1438,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1439,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1442,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1443,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1449,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1450,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
1452,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
1461,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1462,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1464,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1465,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1473,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1474,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1475,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1480,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1483,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
1484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1493,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1494,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1504,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1505,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1506,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1510,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1516,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1519,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1521,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1522,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1523,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1528,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1532,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1550,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1553,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1558,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1559,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1568,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1571,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1576,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1577,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1579,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
