,Spark,Xamarin,Hadoop,Node.js,.NET Core,AngularJS,Cordova,Firebase,React
41376,0,0,0,0,0,1,0,0,0
41378,0,0,0,0,0,0,0,0,1
41379,0,1,0,1,1,1,1,0,1
41382,0,0,0,1,0,0,0,0,1
41383,0,0,0,1,0,0,0,1,0
41386,0,0,1,0,0,0,0,1,1
41387,0,0,0,0,1,1,0,0,0
41388,0,0,0,0,0,0,0,1,0
41389,0,0,0,1,0,0,0,0,0
41390,0,0,0,1,1,1,0,0,1
41392,0,0,0,1,0,0,0,0,1
41393,0,0,0,0,0,0,0,0,1
41395,0,0,0,0,0,0,0,0,1
41396,1,0,1,0,0,1,0,0,1
41398,1,0,0,0,0,1,0,0,1
41402,0,0,0,1,1,1,0,0,0
41403,0,0,0,1,1,0,0,0,1
41404,0,1,0,1,1,1,1,0,0
41406,1,0,1,0,0,0,0,0,0
41407,0,1,0,0,1,1,0,0,0
41408,0,0,0,0,0,0,0,0,1
41409,0,0,0,1,0,1,0,0,1
41411,0,0,0,1,0,0,0,0,0
41412,0,0,0,1,0,1,0,0,1
41413,0,0,0,1,0,0,0,0,1
41416,1,0,1,1,0,0,0,0,0
41417,0,0,0,1,0,1,0,1,1
41418,0,0,0,1,0,1,0,0,1
41421,0,1,0,0,1,0,0,0,0
41422,0,1,0,1,1,1,0,0,0
41423,0,0,0,0,0,0,0,0,1
41424,0,0,0,0,1,1,0,0,0
41425,0,0,0,0,0,1,0,0,0
41426,0,0,0,1,0,1,0,0,0
41427,1,0,1,0,0,1,0,0,0
41428,0,0,0,0,0,0,0,0,1
41429,0,0,0,1,0,1,0,0,0
41430,0,0,1,1,0,1,0,0,1
41431,0,0,0,1,0,0,0,0,0
41432,0,0,1,0,0,0,0,0,0
41433,0,1,0,0,1,0,0,0,0
41436,0,1,1,0,1,0,0,0,0
41438,0,0,0,1,1,1,0,0,1
41439,1,0,1,1,1,0,0,0,0
41440,0,0,1,0,0,0,0,0,0
41441,0,1,0,0,0,0,0,0,0
41442,1,0,1,0,1,0,0,0,0
41444,0,0,0,0,1,1,0,0,0
41445,0,0,0,1,0,1,1,0,1
41446,0,0,0,0,0,1,0,0,1
41448,0,0,0,0,0,0,0,0,1
41450,0,0,0,0,0,1,0,0,0
41454,0,0,0,0,1,0,0,0,0
41456,0,0,0,0,1,0,0,0,0
41459,0,0,0,0,0,0,0,0,1
41462,0,0,0,1,0,0,1,1,0
41463,0,1,1,1,1,1,0,1,1
41465,0,0,0,1,0,0,0,1,1
41467,0,0,0,0,0,1,0,0,1
41468,1,0,1,0,0,1,0,0,1
41469,0,0,0,1,0,0,1,0,0
41471,0,0,0,1,0,0,0,0,1
41472,0,0,0,1,0,1,0,0,0
41473,0,0,0,1,0,1,0,0,0
41474,0,0,0,1,0,1,0,0,0
41476,0,0,0,0,1,0,0,0,0
41477,1,0,0,1,0,1,0,0,1
41483,0,0,0,1,0,0,0,0,1
41485,0,1,0,1,0,1,0,1,1
41487,0,1,0,0,1,0,0,0,0
41488,0,0,0,1,0,1,1,1,1
41489,0,1,0,0,1,1,0,0,0
41490,0,0,0,1,0,0,1,0,0
41491,0,0,0,0,0,1,0,0,1
41493,0,0,0,0,1,0,0,0,0
41494,0,0,0,1,0,1,1,0,0
41495,1,0,1,0,0,0,0,0,0
41497,0,1,0,0,1,1,1,1,0
41498,0,0,0,0,1,0,1,0,0
41501,0,0,0,0,1,0,0,0,0
41505,0,0,0,1,0,0,0,0,1
41506,0,0,0,1,0,0,0,0,1
41509,0,0,0,1,0,0,1,0,0
41510,0,0,0,1,0,0,0,0,1
41511,0,0,0,1,0,1,0,0,1
41514,1,0,0,0,0,0,0,0,1
41515,0,0,0,1,1,0,0,0,0
41516,0,0,0,0,0,0,0,0,1
41526,0,0,0,1,0,0,0,1,1
41528,0,0,0,0,1,1,0,0,1
41529,1,0,0,0,0,0,0,0,0
41530,0,0,0,1,0,1,0,0,1
41531,0,0,0,0,1,0,0,0,0
41532,0,0,0,1,0,1,1,0,0
41534,0,0,0,0,0,0,0,1,0
41535,0,1,0,1,0,0,0,0,1
41536,1,0,1,1,0,1,0,1,0
41537,1,0,0,0,0,0,0,0,0
41538,0,1,0,1,1,1,0,0,1
41539,0,0,1,0,1,1,0,0,1
41540,0,0,0,0,1,0,0,0,0
41541,0,0,0,1,0,1,0,0,1
41542,0,0,0,0,0,0,0,0,1
41543,0,0,1,1,0,1,0,0,1
41546,0,0,0,0,1,0,0,0,1
41547,0,0,1,1,0,0,0,0,1
41552,0,0,0,1,1,0,0,0,0
41556,0,0,0,0,0,0,0,0,1
41557,0,0,0,1,0,0,0,1,1
41558,0,0,0,1,0,0,0,0,1
41559,1,0,1,0,0,0,0,0,0
41560,1,1,0,0,0,0,1,1,0
41561,0,0,0,0,0,0,0,1,1
41563,0,0,0,0,1,0,0,0,0
41565,0,0,0,0,1,0,1,0,1
41568,0,0,0,1,1,1,0,1,0
41569,1,0,1,1,0,0,0,0,1
41571,1,0,0,1,0,0,0,0,1
41573,0,0,0,0,0,0,1,0,1
41574,0,1,0,0,1,1,0,0,0
41575,0,0,0,1,0,0,0,0,1
41577,0,0,0,1,0,1,0,0,0
41581,0,0,0,1,0,1,0,0,0
41582,0,1,0,1,1,0,0,0,0
41583,0,0,0,0,1,0,0,0,0
41584,1,0,0,0,0,0,0,0,0
41585,0,0,0,0,1,0,0,0,0
41587,0,1,1,0,0,0,0,0,1
41588,1,0,0,0,0,0,0,0,0
41590,1,1,1,1,1,1,0,1,1
41591,0,0,1,1,1,1,0,0,1
41594,0,0,0,0,1,1,0,0,0
41597,1,0,1,0,0,0,0,0,0
41600,1,0,1,1,0,1,0,1,1
41601,0,0,0,0,0,1,1,1,0
41604,0,0,0,1,0,0,0,0,0
41606,0,0,0,1,0,1,0,1,1
41607,0,0,0,0,1,1,0,0,0
41608,0,0,0,1,0,1,0,1,1
41609,1,1,1,1,1,1,1,0,1
41611,0,1,0,0,0,1,0,0,0
41612,0,0,0,0,0,0,0,0,1
41613,0,0,0,0,1,0,0,0,0
41615,0,0,0,0,0,0,0,0,1
41617,0,0,0,1,0,1,1,0,0
41618,0,0,0,1,0,1,0,1,1
41619,0,0,0,0,0,1,0,0,0
41622,1,0,1,1,0,0,0,0,0
41623,0,1,0,1,1,0,0,0,0
41624,0,0,0,1,0,1,1,1,1
41625,0,0,0,1,0,1,0,0,1
41626,1,0,0,0,0,0,0,0,0
41628,0,0,0,0,0,0,0,1,0
41631,0,0,1,1,0,1,0,0,0
41633,1,0,0,0,0,0,0,1,1
41637,0,0,0,0,0,1,0,0,0
41639,0,0,1,0,1,1,0,0,0
41641,0,1,0,0,0,0,0,0,0
41642,0,0,0,1,0,1,1,0,1
41644,0,0,0,0,0,1,0,1,0
41648,0,0,0,1,0,1,0,0,0
41649,0,0,0,0,0,0,0,0,1
41651,0,0,0,0,0,1,0,0,0
41654,0,0,0,0,1,0,0,0,0
41655,0,0,0,1,0,1,1,0,0
41656,0,0,0,1,0,1,0,0,1
41658,0,0,1,1,0,0,0,0,1
41661,1,0,0,1,1,1,0,0,0
41663,0,0,0,1,0,1,1,0,1
41664,0,0,0,0,1,0,0,0,0
41666,0,0,0,1,1,1,0,0,1
41668,0,0,0,1,1,1,0,0,1
41670,0,0,1,0,0,0,0,0,0
41672,1,0,1,0,0,0,0,0,0
41674,1,0,0,1,0,0,0,0,1
41675,0,0,0,1,1,1,0,0,1
41676,0,0,0,0,1,0,0,0,0
41678,0,1,0,1,1,1,0,0,0
41679,0,0,1,1,1,1,0,0,1
41684,0,0,0,0,0,1,0,0,0
41685,0,0,1,1,0,0,0,0,1
41688,0,0,0,0,0,0,0,1,0
41695,0,0,1,1,0,1,1,0,0
41697,0,0,0,0,1,0,0,0,0
41698,0,0,1,0,0,0,0,0,0
41699,0,0,0,0,1,0,0,0,0
41704,0,1,0,0,1,0,0,0,1
41706,0,0,0,1,0,0,0,0,1
41709,0,1,0,0,1,0,0,0,0
41710,0,0,0,1,1,1,0,1,1
41712,0,0,0,1,0,0,0,0,1
41713,0,0,0,1,0,1,0,1,0
41718,0,0,0,1,0,1,0,0,0
41719,0,1,0,0,1,0,0,0,1
41720,0,0,0,0,1,0,0,0,0
41723,0,0,1,0,1,0,0,0,0
41724,0,0,0,1,1,0,1,0,1
41725,0,0,0,0,0,1,0,0,0
41726,0,0,0,1,0,0,0,0,0
41728,0,0,0,0,1,1,0,0,0
41730,1,0,0,1,0,1,0,0,0
41731,0,1,0,1,1,1,0,0,0
41732,0,1,0,1,0,0,0,0,0
41733,0,0,0,0,0,1,0,0,0
41734,0,0,0,0,0,0,0,1,0
41735,0,0,1,0,1,1,0,0,1
41736,0,0,0,1,0,0,0,0,0
41738,0,0,0,1,0,0,0,1,1
41742,0,1,0,0,1,0,0,0,0
41744,0,0,0,1,1,1,0,0,0
41746,0,0,0,1,0,0,0,1,1
41747,0,1,0,0,0,0,0,0,0
41752,0,1,0,0,1,1,0,0,0
41756,0,0,1,1,0,0,0,0,1
41758,0,0,0,0,0,1,0,0,0
41759,0,0,0,1,0,1,0,0,1
41760,0,0,0,0,0,1,0,0,0
41761,0,0,0,0,1,0,0,0,0
41762,0,0,0,1,0,1,0,0,1
41763,0,0,0,1,0,1,0,0,0
41766,0,0,0,1,0,0,1,0,0
41767,0,0,0,0,1,0,0,0,0
41772,0,0,0,0,1,1,0,0,0
41774,0,0,0,1,0,0,0,0,0
41775,0,0,0,0,0,0,0,0,1
41776,0,0,0,0,1,1,0,0,1
41777,0,0,0,0,1,1,0,0,0
41778,0,0,0,0,0,1,0,0,0
41779,0,0,0,1,0,0,1,0,0
41780,0,0,0,0,1,0,0,0,0
41781,0,0,0,1,0,0,0,0,1
41782,0,0,0,1,1,1,1,0,0
41785,0,0,0,1,0,1,0,0,0
41789,0,0,0,1,0,1,0,0,0
41790,0,0,0,0,0,0,1,0,0
41791,0,0,0,1,0,1,0,0,0
41795,0,1,0,1,1,1,0,1,0
41796,0,0,0,1,0,1,0,0,1
41798,0,0,0,0,0,1,0,0,0
41800,0,0,0,1,0,1,0,0,1
41801,1,0,0,1,0,1,0,0,1
41802,1,0,1,0,0,0,0,0,0
41803,0,0,0,1,0,0,0,0,0
41804,0,0,0,1,0,1,0,0,0
41805,0,1,0,0,0,0,0,0,0
41806,0,0,0,1,0,1,0,0,1
41809,0,0,0,1,0,1,0,0,1
41810,0,0,0,1,0,1,0,0,0
41811,0,0,0,1,0,1,0,0,0
41812,1,0,1,0,0,0,0,0,0
41813,0,0,0,1,0,0,0,1,1
41814,0,1,0,1,1,0,0,0,0
41815,0,0,0,0,0,0,0,0,1
41817,0,0,0,0,0,0,0,0,1
41823,0,0,0,0,1,1,0,0,0
41825,0,0,0,1,0,0,0,0,0
41826,1,0,0,1,0,0,0,1,0
41828,0,0,0,0,1,0,0,0,0
41829,0,0,0,0,1,0,0,0,1
41830,0,0,0,0,1,0,0,1,0
41832,1,1,0,1,1,1,0,0,0
41833,0,1,0,1,0,0,1,1,1
41835,0,1,0,1,1,0,0,0,0
41837,0,0,0,1,0,1,0,0,0
41838,1,0,1,0,0,0,0,0,0
41839,0,1,0,1,1,0,0,1,0
41840,0,0,0,1,1,1,0,0,0
41842,0,0,0,1,0,0,0,0,0
41844,0,0,0,1,1,0,0,0,1
41845,0,0,0,1,0,1,0,1,0
41846,0,0,0,1,0,0,1,0,0
41847,0,0,0,0,1,0,0,0,0
41849,0,0,0,1,0,1,0,0,1
41856,0,0,0,0,0,1,0,0,0
41858,0,1,0,1,0,1,0,0,1
41859,0,0,1,0,0,0,0,0,0
41861,1,0,1,0,0,0,0,0,0
41862,0,0,0,0,0,1,0,0,0
41863,0,0,1,1,0,1,0,0,1
41864,0,0,0,1,0,0,0,0,1
41866,0,1,0,0,1,0,0,1,0
41869,0,0,1,1,0,1,0,0,1
41870,0,1,0,0,1,0,0,0,0
41871,0,0,0,1,1,1,1,1,0
41872,0,1,0,1,1,1,0,1,0
41873,0,0,0,1,0,1,0,0,0
41875,0,0,0,0,1,0,0,0,1
41881,0,1,0,0,0,0,1,0,0
41882,0,1,1,1,1,0,0,0,0
41883,0,0,0,1,1,1,0,0,1
41885,0,0,0,0,1,0,0,0,0
41887,0,0,0,1,0,1,0,0,0
41889,0,0,0,0,0,1,0,0,1
41891,0,1,0,0,1,1,0,1,0
41893,0,0,0,1,0,0,0,0,0
41894,0,0,0,1,0,1,0,0,1
41895,0,0,0,1,1,0,0,0,0
41896,0,1,0,0,0,0,0,0,0
41898,0,0,0,0,1,1,0,0,0
41900,0,0,0,1,1,0,0,0,1
41901,0,0,0,0,0,1,0,0,0
41903,0,0,0,1,0,1,0,1,1
41904,0,0,0,1,0,1,0,0,0
41905,0,1,0,1,1,1,1,1,0
41906,0,0,0,0,0,0,0,0,1
41908,1,0,1,0,0,0,0,0,0
41909,1,0,0,0,0,0,0,0,0
41910,0,0,0,1,0,1,0,0,1
41911,0,0,0,0,1,0,0,0,0
41913,0,0,0,1,1,1,0,0,0
41914,0,0,0,0,0,0,0,0,1
41916,1,0,1,1,1,0,0,0,0
41917,0,1,0,1,1,1,0,0,0
41918,0,1,1,0,0,1,0,0,1
41919,0,0,0,1,1,1,0,0,0
41920,0,0,1,1,1,1,0,1,1
41924,0,0,0,0,0,0,0,1,1
41925,0,1,1,0,1,0,0,0,1
41928,0,1,0,1,0,1,1,0,0
41929,0,0,0,0,0,0,0,1,0
41931,0,0,0,1,0,0,0,1,1
41932,0,0,0,1,0,1,0,0,0
41933,0,0,0,0,1,0,1,0,0
41934,0,0,0,0,0,0,0,0,1
41937,0,0,0,0,0,0,0,1,0
41939,0,0,0,1,0,1,0,0,0
41940,0,0,0,0,0,1,0,0,1
41942,0,1,0,1,1,0,0,1,0
41943,0,0,0,1,0,1,1,0,0
41945,0,0,0,1,0,1,0,0,1
41946,1,0,0,0,0,0,0,1,0
41948,1,0,1,1,0,0,0,0,0
41950,0,1,0,1,0,0,0,0,0
41951,0,0,0,0,1,0,0,0,0
41955,0,0,0,1,1,0,0,0,1
41956,1,0,1,1,0,1,0,0,1
41958,0,0,0,1,1,0,0,0,0
41959,0,0,0,0,0,0,0,0,1
41960,0,0,0,1,0,1,0,1,1
41963,0,0,1,1,1,0,0,0,0
41964,0,0,0,1,1,1,0,0,0
41966,0,1,0,1,0,0,0,0,1
41967,0,0,1,0,0,0,0,0,0
41968,0,0,1,1,1,1,1,0,1
41970,0,0,1,1,0,1,0,1,1
41971,0,0,0,0,1,0,0,0,0
41973,0,1,0,0,0,0,0,0,0
41975,0,0,0,1,1,0,0,0,1
41976,1,0,1,0,0,0,0,1,0
41977,1,0,0,0,0,0,0,0,0
41978,0,0,0,1,0,1,0,0,1
41979,0,1,0,0,1,0,0,0,0
41980,0,1,0,0,1,0,0,0,0
41983,0,0,0,1,1,1,0,0,0
41984,0,0,0,0,0,1,0,0,0
41989,0,0,0,0,0,0,0,0,1
41990,0,0,0,0,0,0,0,1,0
41991,0,0,0,0,1,0,0,0,0
41992,0,0,0,1,0,1,0,0,0
41997,0,0,0,1,0,1,1,1,0
41998,0,0,1,0,0,0,0,0,0
42002,0,0,0,1,1,1,0,0,1
42004,0,0,0,0,0,1,0,0,0
42008,0,0,0,1,0,1,0,0,1
42011,0,0,0,0,0,0,0,0,1
42013,0,0,1,1,0,1,0,1,1
42014,0,0,1,0,0,0,0,0,0
42018,0,0,0,1,0,1,1,0,0
42019,0,0,0,1,1,0,0,0,1
42021,0,1,0,1,1,1,1,0,0
42023,0,0,0,1,0,0,0,0,1
42025,0,0,0,1,0,0,0,0,1
42026,0,1,0,1,0,1,0,0,0
42027,0,1,0,0,0,1,0,0,0
42031,0,0,1,0,0,0,0,0,0
42032,0,0,0,1,0,1,0,0,1
42033,1,0,0,1,0,0,0,0,1
42035,0,1,1,1,0,1,0,0,1
42036,0,0,0,1,0,0,0,0,0
42037,1,0,1,1,0,1,0,0,0
42038,0,0,0,1,0,1,0,0,1
42041,0,0,0,0,0,1,0,0,1
42042,0,0,0,1,0,1,0,1,1
42043,0,0,0,0,0,0,0,0,1
42044,0,0,0,1,0,1,0,0,0
42047,0,0,0,1,0,1,0,0,1
42048,0,0,0,0,1,0,0,0,0
42049,0,0,0,0,0,1,0,0,1
42050,0,0,0,1,0,1,0,0,1
42054,0,0,0,0,1,0,0,0,0
42055,0,0,0,0,1,0,0,0,0
42056,0,0,0,1,0,0,0,1,1
42060,0,0,0,0,0,0,0,0,1
42063,0,0,1,1,1,1,0,0,0
42066,0,0,0,1,0,1,0,0,0
42067,1,0,1,1,0,0,0,0,1
42068,0,0,1,0,0,0,0,0,0
42069,0,0,0,0,1,0,0,0,0
42072,0,0,0,1,0,1,0,0,1
42075,0,0,0,1,0,0,1,1,1
42077,1,0,1,0,0,0,0,0,1
42080,0,1,0,1,1,1,0,0,1
42081,1,0,1,0,0,1,0,0,0
42082,0,1,1,1,1,1,0,0,0
42085,0,1,0,1,1,1,0,1,0
42088,0,0,0,1,0,1,0,1,1
42089,1,0,0,0,0,0,0,0,1
42090,1,0,0,1,0,0,0,0,1
42093,1,0,1,0,0,0,0,0,0
42098,0,0,0,0,0,1,0,0,0
42100,0,0,0,1,0,0,0,0,0
42102,1,0,1,1,0,0,0,0,0
42103,0,0,0,1,0,0,0,1,1
42107,0,0,0,1,0,1,0,0,1
42108,0,0,0,1,0,1,0,0,1
42109,0,0,0,0,0,0,0,1,0
42110,0,0,0,1,1,1,0,0,0
42112,0,0,0,0,0,0,0,0,1
42115,0,0,0,0,0,0,0,1,0
42117,0,0,0,1,0,1,0,0,1
42118,0,0,0,0,0,1,0,0,0
42119,0,0,0,0,0,1,0,0,0
42122,0,1,0,1,0,1,1,1,0
42123,1,0,1,1,0,1,0,1,0
42124,0,0,0,0,0,1,0,0,0
42125,0,0,0,0,1,0,0,0,0
42127,0,0,0,0,1,1,0,0,0
42133,0,1,0,1,0,0,1,0,1
42135,0,0,0,0,0,0,0,0,1
42137,0,0,1,1,1,1,0,0,0
42139,0,0,0,1,0,1,0,0,0
42140,0,1,0,1,0,0,0,1,0
42143,0,0,0,0,0,1,0,0,0
42144,0,0,0,1,0,0,0,0,0
42146,0,0,0,0,1,1,0,0,1
42148,0,0,1,0,0,0,0,0,0
42149,0,0,0,0,0,0,0,0,1
42151,0,0,0,1,0,0,0,0,1
42154,0,0,0,1,0,1,0,1,1
42156,0,0,0,0,1,0,0,0,0
42157,0,0,1,1,1,1,0,0,0
42159,0,0,0,0,0,0,0,1,0
42161,0,0,0,1,0,1,1,0,1
42162,0,0,0,1,1,0,0,0,0
42163,0,0,0,1,0,1,1,0,1
42164,0,0,0,1,0,1,0,0,0
42166,0,0,0,1,0,1,0,0,0
42169,1,0,1,0,0,0,0,0,1
42170,0,0,0,0,0,1,0,0,0
42172,1,0,0,1,0,1,0,0,0
42173,0,0,0,0,1,0,0,0,0
42175,0,0,0,1,0,1,0,0,1
42176,0,0,0,0,1,0,1,0,0
42177,1,0,0,1,0,1,0,0,1
42178,0,0,1,1,0,0,0,1,1
42179,1,0,1,1,1,0,0,0,0
42181,0,0,0,1,0,0,0,0,1
42182,0,0,0,1,0,1,0,1,1
42183,0,0,0,1,0,0,0,0,1
42185,0,0,0,1,0,0,0,0,1
42187,0,1,0,0,1,0,0,0,1
42188,0,0,0,1,0,1,0,0,1
42189,0,0,0,0,0,1,0,0,1
42190,0,0,0,0,1,0,0,0,0
42194,0,0,0,0,0,1,0,0,0
42195,0,0,0,0,1,0,0,0,0
42198,0,0,0,0,1,0,0,0,0
42199,0,0,1,1,0,0,0,1,0
42203,0,1,0,1,1,1,0,1,0
42205,0,0,0,1,1,0,0,0,0
42206,0,0,0,0,0,1,0,0,0
42207,0,0,0,0,0,0,0,1,1
42208,0,0,0,0,1,0,0,0,0
42209,0,1,0,0,1,1,0,0,0
42210,1,0,0,0,0,0,0,0,0
42211,0,0,0,1,0,1,0,0,1
42213,0,0,0,1,0,1,0,0,1
42216,0,0,1,1,0,0,0,0,1
42219,0,0,0,1,0,0,0,0,0
42220,0,0,1,0,0,0,0,0,0
42221,0,0,0,1,0,0,0,0,0
42222,0,0,0,0,0,1,0,0,0
42226,0,1,0,0,0,0,0,0,0
42228,0,0,0,1,0,0,0,0,1
42229,0,0,0,1,0,0,0,0,0
42230,0,0,0,0,1,0,0,0,0
42231,0,0,0,1,1,1,1,0,1
42232,0,1,0,1,0,1,0,0,1
42233,0,0,0,0,0,0,0,0,1
42234,0,0,0,1,0,0,0,0,0
42236,0,0,0,0,0,1,0,0,1
42237,0,0,1,1,0,1,0,0,0
42239,0,0,0,0,0,1,1,0,0
42240,0,0,0,1,0,1,0,0,0
42241,0,0,0,1,0,0,0,1,1
42244,0,1,0,0,1,0,0,0,0
42245,0,0,0,1,0,0,0,0,0
42249,0,0,0,1,0,1,0,0,0
42251,1,0,1,0,0,0,0,1,0
42253,0,0,0,0,0,0,0,0,1
42254,0,0,0,0,1,1,0,0,0
42257,0,1,0,0,0,1,1,1,0
42258,0,0,0,0,1,0,0,0,0
42259,0,0,0,1,0,0,0,0,0
42260,0,0,1,1,1,1,0,0,1
42261,0,1,1,1,0,1,1,0,1
42262,0,0,0,1,0,0,0,0,0
42263,0,0,0,1,1,0,0,0,0
42264,0,1,0,0,1,0,0,0,0
42265,1,0,1,0,0,1,0,0,1
42266,0,0,1,1,0,1,0,0,0
42267,0,0,0,0,0,0,0,0,1
42269,0,0,0,0,0,1,0,0,0
42270,0,0,0,1,1,1,0,0,0
42271,0,0,1,1,0,1,0,0,0
42275,0,0,0,1,1,0,0,0,0
42277,0,0,0,1,0,0,0,0,0
42278,0,0,0,1,0,0,0,0,1
42279,0,0,0,0,0,1,0,0,0
42282,0,0,0,1,0,1,0,0,0
42283,1,0,1,0,0,0,0,0,0
42284,0,0,0,1,0,0,0,1,1
42288,0,0,0,0,0,0,0,0,1
42289,0,1,0,1,1,1,0,0,1
42290,0,1,0,0,0,0,0,0,0
42291,0,1,0,1,1,0,0,0,0
42292,0,0,0,1,0,1,1,0,1
42294,0,0,0,1,0,0,0,1,0
42295,0,0,0,0,0,0,0,0,1
42297,0,0,1,0,0,0,0,0,0
42299,0,0,0,1,0,0,0,1,0
42301,0,0,0,1,0,0,0,0,0
42302,0,0,0,1,1,0,0,1,1
42303,0,0,0,0,0,1,0,0,0
42305,1,0,0,0,0,0,0,0,0
42306,1,1,1,0,1,1,0,0,0
42307,0,0,0,1,0,1,0,0,0
42308,0,1,0,0,1,0,0,0,0
42309,0,0,0,1,0,1,0,0,0
42310,0,0,0,1,0,0,0,0,1
42312,1,0,1,0,0,0,0,0,0
42315,0,0,0,1,0,0,0,0,1
42317,0,0,0,1,0,1,0,0,0
42319,1,0,0,0,0,0,0,0,0
42321,0,0,0,1,0,1,0,1,1
42324,0,0,1,1,0,0,0,0,0
42326,0,0,0,1,1,1,0,0,0
42327,0,1,0,0,0,0,0,0,0
42328,0,0,0,1,0,1,0,0,1
42329,0,0,0,1,1,1,0,0,1
42330,0,0,0,0,0,1,0,0,1
42333,0,0,0,0,1,0,0,0,0
42334,0,0,0,0,0,1,0,0,0
42335,0,0,0,0,0,0,0,0,1
42337,0,0,0,1,0,1,0,0,1
42341,0,0,0,0,1,0,0,0,0
42344,1,0,0,1,0,1,0,1,0
42345,0,0,0,1,0,0,0,0,1
42348,0,0,0,0,0,1,0,0,1
42349,0,0,0,1,0,1,0,0,0
42354,0,0,0,1,0,1,1,0,0
42355,0,1,1,1,1,1,0,0,1
42356,1,0,1,1,0,1,1,0,0
42362,0,1,0,0,1,1,0,0,1
42364,0,1,0,0,1,0,0,0,0
42365,0,0,0,0,0,0,0,1,0
42366,0,0,0,1,0,1,0,0,1
42367,0,1,0,0,0,0,0,0,0
42368,1,0,0,1,0,1,0,0,1
42372,0,0,0,0,0,0,0,0,1
42373,0,0,0,1,0,1,0,0,1
42375,0,0,0,1,0,1,0,0,1
42376,0,0,1,1,0,0,0,0,1
42378,1,0,1,0,0,0,0,0,0
42379,0,0,0,1,0,0,0,0,0
42381,0,0,0,0,1,0,0,0,0
42383,0,0,0,1,0,1,1,0,0
42384,0,0,0,1,0,1,0,0,1
42385,1,1,0,0,0,1,0,0,0
42386,0,0,0,1,0,0,0,1,1
42388,0,1,0,1,1,1,0,0,0
42389,1,0,1,0,0,0,0,0,0
42391,0,1,0,0,1,0,0,0,0
42392,0,0,0,0,0,0,0,0,1
42393,1,0,0,1,1,1,0,0,0
42394,0,0,0,1,0,1,0,0,1
42396,0,0,0,1,0,0,0,0,1
42398,0,0,0,1,0,1,0,0,0
42400,1,0,0,1,1,1,0,0,1
42403,0,0,0,1,0,0,0,0,1
42406,0,1,0,0,1,0,0,0,1
42408,0,0,0,0,0,1,0,0,1
42411,0,0,1,1,0,0,0,1,1
42414,0,1,0,0,0,0,0,0,0
42417,1,0,0,0,0,1,0,0,0
42419,0,0,0,1,0,1,0,1,1
42420,0,0,1,1,0,1,0,0,1
42422,0,0,0,0,0,0,0,0,1
42424,1,0,0,0,0,1,0,0,0
42426,1,0,0,0,0,0,0,1,1
42427,0,0,0,0,0,0,1,0,0
42431,0,1,0,0,0,0,0,0,0
42432,0,0,1,0,0,0,1,1,0
42433,0,0,0,1,0,1,0,0,0
42434,0,0,0,1,0,0,0,0,0
42435,0,0,0,1,0,1,0,1,1
42437,0,0,0,0,1,0,0,0,0
42438,0,0,0,0,0,1,0,0,0
42439,1,0,1,1,0,0,0,0,0
42440,0,0,0,1,0,0,0,1,1
42442,0,1,0,0,1,0,0,0,0
42444,0,0,0,1,0,1,0,0,1
42445,0,0,0,0,0,1,0,1,0
42446,0,0,0,1,0,1,1,0,1
42447,0,0,0,1,0,0,1,0,1
42448,0,1,0,0,1,0,0,0,0
42450,0,0,1,1,0,1,0,0,0
42452,0,0,0,1,0,0,0,0,0
42453,0,0,0,1,0,1,0,1,1
42454,0,1,0,1,1,1,1,0,0
42455,0,0,0,1,0,0,0,1,1
42457,1,0,0,1,0,1,0,0,1
42458,1,0,1,0,0,0,0,0,0
42460,0,0,0,0,0,1,0,0,1
42461,0,0,0,0,1,0,0,0,0
42464,0,1,0,0,0,0,0,0,0
42465,0,0,0,0,1,0,0,0,0
42468,0,0,0,0,1,0,0,0,0
42472,0,0,0,1,1,0,0,0,0
42473,0,0,0,0,0,1,0,0,0
42478,0,1,0,0,1,1,0,0,0
42479,0,0,0,1,0,0,0,1,0
42480,0,0,1,1,1,0,0,0,0
42483,0,0,1,0,0,0,0,0,0
42485,1,0,0,0,0,0,0,1,0
42488,0,0,0,0,1,0,0,0,0
42492,0,0,1,1,0,1,0,0,1
42495,0,0,0,1,1,0,0,1,1
42496,0,1,0,0,1,1,0,0,1
42497,0,1,0,1,0,1,0,0,0
42498,0,0,0,1,0,0,0,0,1
42500,0,1,0,1,1,1,0,0,0
42502,0,0,0,0,0,1,0,0,0
42503,0,0,0,1,0,0,0,1,1
42504,0,1,0,1,1,1,0,0,0
42506,0,0,0,1,0,1,0,0,0
42507,0,1,0,1,1,1,0,0,0
42508,0,0,0,1,0,0,0,0,1
42509,0,0,0,1,0,1,0,0,0
42511,0,1,1,0,1,1,1,0,1
42512,0,0,0,1,1,1,1,1,0
42513,0,1,0,1,1,0,0,0,0
42516,0,0,0,1,1,0,0,0,0
42518,0,0,0,0,0,0,0,0,1
42519,0,0,0,1,0,0,0,0,1
42521,1,0,1,0,0,0,0,0,1
42522,0,0,0,1,1,1,0,0,0
42523,0,0,0,1,1,1,0,0,1
42524,0,0,0,0,1,0,0,0,0
42525,0,0,0,1,1,0,0,0,1
42535,0,1,0,1,1,1,0,1,1
42538,0,0,0,1,0,1,0,0,1
42539,0,0,0,0,1,0,0,0,0
42541,0,0,0,0,0,1,0,0,0
